left,c0,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19
wmd,0.9987462,0.99904394,0.9987928,0.9990102,0.99898916,0.9987466,0.9988882,0.99872667,0.99878013,0.9988937,0.9991285,0.99873555,0.9989276,0.9990195,0.99888074,0.99870384,0.9986656,0.9978819,0.99853307,0.998584
wmp,0.99898994,0.99906486,0.9985962,0.99905014,0.9986968,0.99884695,0.9989283,0.9990909,0.9992127,0.9990885,0.99870086,0.99919534,0.99895275,0.9992333,0.9992093,0.9992043,0.99932975,0.99882686,0.9990366,0.99912626
wnb,0.9988358,0.99897546,0.999354,0.9986023,0.99887186,0.9990809,0.9989704,0.99847054,0.9991767,0.9989803,0.99909735,0.9987513,0.99880993,0.99885744,0.99895036,0.99895215,0.99869245,0.99890137,0.9989441,0.9989547
wnf,0.99900734,0.9987818,0.9986237,0.9990798,0.9993818,0.9989578,0.99898624,0.9991079,0.9989828,0.9987807,0.99920243,0.99868333,0.9991243,0.99869615,0.99915165,0.9988413,0.9985769,0.9987618,0.99905145,0.9985285
wno,0.9993817,0.99950254,0.9993377,0.9989228,0.998574,0.99924207,0.9993863,0.9991355,0.9991301,0.999346,0.9991468,0.99942344,0.99914885,0.9989616,0.9989896,0.99905,0.9994292,0.9994499,0.9993099,0.99900097
wnw,0.9990262,0.99895626,0.99897367,0.99948084,0.99897027,0.9991834,0.9992177,0.99888784,0.99879426,0.99914694,0.99869484,0.99876875,0.99898434,0.9991327,0.9991511,0.99901164,0.9987539,0.99927264,0.99923587,0.9989121
wnz,0.9988882,0.99896705,0.99941635,0.9986079,0.9987607,0.9989674,0.99847436,0.9989467,0.99903977,0.99840736,0.9990024,0.99904186,0.9989177,0.99905664,0.9988533,0.99925977,0.99898887,0.99911773,0.9989253,0.999045
woc,0.99949026,0.9992451,0.99904364,0.99853635,0.99935097,0.99919975,0.9992573,0.99909353,0.99903876,0.99925387,0.9991095,0.9985262,0.9991175,0.99929893,0.9991917,0.99922514,0.9992551,0.9992863,0.99837226,0.9990058
woj,0.9990324,0.9990269,0.9992814,0.9993119,0.9993703,0.9991506,0.9991411,0.9991967,0.9988766,0.99915576,0.9992274,0.9991324,0.9993812,0.9994544,0.99912065,0.99931824,0.99938464,0.9989084,0.99933314,0.999003
won,0.9988689,0.9989628,0.9985354,0.99859995,0.99878395,0.99905217,0.9989308,0.99876297,0.99857485,0.99880254,0.998978,0.99934876,0.9981154,0.9990163,0.9989767,0.9988476,0.99912745,0.9988215,0.99908,0.9988081
wos,0.9988139,0.9991615,0.9993212,0.99898326,0.9992473,0.9991255,0.9988902,0.99888855,0.9991516,0.999152,0.99915355,0.99903643,0.99895513,0.9988774,0.9989643,0.9987926,0.99834466,0.999107,0.99890524,0.99926555
wqd,0.9990374,0.9991664,0.99906385,0.99875003,0.99898314,0.99897206,0.99900985,0.99908054,0.9991266,0.99893576,0.9985064,0.9986175,0.9985276,0.998814,0.9987209,0.9987037,0.99875975,0.9987982,0.9992047,0.9988868
wqe,0.9993779,0.9992594,0.9997249,0.9993149,0.99930996,0.99951863,0.99931026,0.9990647,0.99914914,0.999398,0.99943244,0.99795115,0.999607,0.9993561,0.9989609,0.99931896,0.9994187,0.9995018,0.99900115,0.9995638
wqh,0.99861956,0.99772966,0.99848807,0.99870956,0.9986185,0.998189,0.99873275,0.99871457,0.9992315,0.9985427,0.99834645,0.99886554,0.9985306,0.9989277,0.99855816,0.99873173,0.998053,0.99840003,0.99861574,0.99881315
wqs,0.99923307,0.9995319,0.99933684,0.99957836,0.9994343,0.9991883,0.99938536,0.99911237,0.9991882,0.9989901,0.99907094,0.99910915,0.9991852,0.99916553,0.9992407,0.9989001,0.9990537,0.99921966,0.9992976,0.99932194
wri,0.99901843,0.9980291,0.9990591,0.9989338,0.998857,0.99878633,0.9992049,0.9992068,0.99905694,0.9987822,0.9992158,0.99896026,0.9989331,0.9985659,0.9991117,0.9984875,0.99883723,0.9985601,0.9989192,0.9989666
wrm,0.9992586,0.99895966,0.9993354,0.9994223,0.9993216,0.9992193,0.9988918,0.99899304,0.9989112,0.99837536,0.999509,0.99931186,0.9993453,0.9991136,0.9985328,0.9990127,0.999362,0.99926543,0.9991352,0.9992305
wrz,0.9991015,0.99938005,0.99918985,0.9994094,0.9988983,0.99919844,0.9995372,0.99936885,0.999091,0.9993543,0.9990439,0.99894917,0.9994601,0.9992876,0.9990616,0.9994102,0.9992461,0.9993932,0.99882305,0.99872464
wse,0.9990827,0.99909335,0.99910414,0.9992686,0.99915916,0.99869204,0.99917513,0.9990878,0.9991708,0.9994613,0.9991996,0.99912244,0.998726,0.999313,0.99910367,0.9990418,0.99865025,0.9990288,0.99924266,0.9990837
wss,0.9991293,0.9993701,0.9992061,0.9990411,0.9987197,0.9992558,0.999463,0.99842024,0.9986094,0.9993137,0.9995165,0.99950254,0.9991264,0.9995167,0.9993261,0.9988826,0.99919313,0.99950874,0.99943554,0.99919444
wst,0.9989723,0.9994003,0.99885774,0.9992119,0.999014,0.99907833,0.99924105,0.99925447,0.99879897,0.9989648,0.998767,0.9988966,0.9990437,0.9989707,0.99920887,0.99921477,0.9988947,0.999113,0.99887717,0.9993437
wtm,0.99931014,0.9997456,0.9991882,0.9988947,0.9991518,0.9992542,0.9989363,0.99897957,0.9986725,0.99873114,0.99875665,0.9985947,0.99915004,0.9989065,0.9990796,0.99924636,0.99911094,0.9994219,0.9990407,0.9992322
wtv,0.9989259,0.99926907,0.9996245,0.999391,0.9994425,0.9997303,0.99907255,0.9995102,0.9994377,0.99930215,0.9994035,0.9992977,0.9993049,0.9991155,0.9992707,0.99941826,0.9996363,0.99929965,0.9994531,0.99914694
wue,0.99943984,0.9993216,0.9990969,0.9984262,0.9995339,0.9991028,0.99888057,0.99929416,0.9988559,0.9991005,0.99932766,0.9991492,0.9995034,0.9992937,0.998883,0.9990753,0.999187,0.9990468,0.99965143,0.9991878
wug,0.99779487,0.9984621,0.9986422,0.9984615,0.9993613,0.99827844,0.99841094,0.99833393,0.99852777,0.99878323,0.9980806,0.9984775,0.9985203,0.9982808,0.9985651,0.9987403,0.9983986,0.9983138,0.9985565,0.9982698
wui,0.99910206,0.9984288,0.9991736,0.9991801,0.99876845,0.99949974,0.9991729,0.9990911,0.998967,0.9991575,0.99931973,0.9991479,0.9992273,0.99888587,0.9993112,0.998791,0.9993123,0.99931943,0.99928033,0.9990846
wuj,0.99930733,0.9993924,0.9996159,0.9995408,0.9994736,0.9993317,0.9992873,0.9988998,0.999362,0.9990846,0.9992688,0.99908006,0.9993068,0.9993446,0.99930996,0.9990488,0.99943393,0.99905485,0.9994375,0.9992599
wul,0.99870497,0.99918115,0.9990313,0.99881923,0.9989259,0.99857116,0.99890685,0.9987046,0.9986882,0.9989487,0.9991737,0.99896646,0.99886197,0.9989897,0.99897003,0.99908125,0.99905103,0.9986094,0.9986794,0.9991014
wvh,0.9994621,0.99935365,0.9990616,0.9992751,0.9987763,0.9988568,0.9988637,0.9988705,0.99869967,0.9992939,0.999037,0.9992684,0.9989634,0.9992067,0.9987685,0.9990049,0.9994824,0.9990906,0.99925125,0.9993719
wwi,0.99958044,0.9992091,0.9996079,0.9991684,0.99906,0.99939024,0.99892163,0.9995356,0.9995153,0.9993666,0.9992573,0.9991149,0.99943507,0.9989493,0.9994011,0.9995185,0.99926853,0.9993819,0.99944055,0.9995077
wwk,0.9994063,0.9989035,0.99859655,0.9991555,0.9991898,0.99896276,0.9988996,0.99936336,0.9988377,0.9990062,0.99768424,0.999022,0.99923444,0.9991109,0.99874574,0.99878776,0.998817,0.9988682,0.99891603,0.9993829
wws,0.9992338,0.9993243,0.9993259,0.99953175,0.99925375,0.99924815,0.99907863,0.99921703,0.9992482,0.9991251,0.9994296,0.9994846,0.9995156,0.9996303,0.99957156,0.9989868,0.99898696,0.9995346,0.99896824,0.9994733
wwy,0.99769545,0.9964832,0.99730676,0.9972844,0.99743485,0.99778354,0.99778175,0.9974284,0.99898607,0.99758863,0.9973464,0.996655,0.9973194,0.9976021,0.99711424,0.9971278,0.9972329,0.9981729,0.99682105,0.9971208
wxb,0.99905866,0.99904,0.9987617,0.9991246,0.99871004,0.99911153,0.999177,0.99888957,0.9987415,0.9991251,0.99875045,0.99905777,0.99900615,0.9987427,0.99912024,0.9986864,0.99897665,0.998943,0.9989463,0.9986889
wxj,0.9992578,0.9994296,0.9990456,0.9988127,0.99899244,0.99901044,0.9992689,0.99941134,0.9993333,0.999576,0.9993707,0.9990822,0.99916875,0.99948704,0.99952793,0.9995742,0.9993575,0.99920046,0.99942356,0.9995377
wxm,0.99933743,0.9988494,0.99873406,0.99866533,0.99862444,0.9978369,0.99911886,0.9989956,0.99910545,0.99921834,0.9987908,0.9982109,0.9991518,0.999022,0.99897414,0.99896336,0.99898255,0.9991579,0.99821436,0.9988677
wxx,0.9986965,0.9992287,0.99869543,0.99947184,0.99938846,0.9992821,0.99913067,0.9993516,0.99906963,0.9992893,0.99903435,0.99881446,0.998991,0.9991198,0.9991778,0.9994528,0.9992589,0.99917173,0.9990909,0.9994678
wye,0.99915123,0.9989211,0.9992824,0.99884224,0.9992437,0.9988649,0.9991042,0.99932736,0.99890345,0.99940133,0.9985403,0.99900234,0.99891996,0.99913514,0.9989736,0.99862736,0.99863404,0.9989878,0.99949324,0.99958897
wyo,0.9993169,0.9988435,0.99944055,0.99918604,0.99916047,0.9990766,0.9991649,0.99921715,0.99879134,0.99941975,0.99879384,0.9989404,0.9989145,0.99930155,0.9983877,0.99852383,0.99920154,0.9991243,0.99829113,0.999277
wys,0.9993752,0.9993402,0.9992182,0.9994041,0.9983343,0.99941087,0.99964833,0.9993621,0.9983104,0.9989879,0.9990194,0.99941957,0.99884045,0.99855256,0.99952275,0.99885046,0.99912286,0.9992454,0.9992366,0.9994567
xak,0.9993806,0.9988043,0.9988757,0.99869907,0.9991684,0.99917686,0.998911,0.9989586,0.99903667,0.9991443,0.99927646,0.9995718,0.9990152,0.9992313,0.9991256,0.99845266,0.99923205,0.99912614,0.9988525,0.9990344
xam,0.9993318,0.9991651,0.99863935,0.99938124,0.99927664,0.9988909,0.99908936,0.9991344,0.9992721,0.9994048,0.99911207,0.99909073,0.99886256,0.99919784,0.9990828,0.99936986,0.99913716,0.99897003,0.99909973,0.9989581
xbd,0.99928963,0.99896955,0.9991895,0.9991998,0.999144,0.9991395,0.99904776,0.99893767,0.99908745,0.9989074,0.99914426,0.9991096,0.9983734,0.9991367,0.9992472,0.9991069,0.9990363,0.99892163,0.9991658,0.99892396
xbm,0.999295,0.99847174,0.9993545,0.99929655,0.9990643,0.9989096,0.9991199,0.99909234,0.9992362,0.9992676,0.9995469,0.9989558,0.9992235,0.9989711,0.9992315,0.99948186,0.99945986,0.9991638,0.99924195,0.9990698
xbp,0.99926,0.99919796,0.99910086,0.9991784,0.99948776,0.9992254,0.9995097,0.9989185,0.999428,0.9992401,0.9995537,0.9994353,0.9994022,0.99937534,0.99905366,0.9997052,0.9994657,0.999455,0.9995285,0.9994505
xbw,0.99893224,0.9991235,0.9987923,0.99913275,0.9989648,0.99915206,0.999143,0.99925077,0.9996681,0.9960684,0.9991459,0.99929506,0.99861646,0.99920785,0.9991929,0.9991847,0.9991338,0.9991424,0.9996463,0.99874854
xcd,0.999146,0.9993397,0.9995122,0.9995682,0.9991121,0.99929416,0.9991976,0.9995217,0.99918485,0.99893886,0.99859744,0.9994475,0.9994382,0.99934506,0.99929005,0.9990556,0.99875474,0.99923456,0.9995108,0.9993635
xce,0.9991456,0.99923885,0.9994928,0.9992142,0.9996284,0.9987645,0.99923193,0.99926347,0.9993087,0.9992955,0.9994348,0.99928814,0.9992356,0.9990251,0.99951816,0.9994438,0.9991637,0.9993979,0.99938846,0.99954396
xct,0.99949175,0.99941367,0.99927473,0.99950075,0.99930036,0.99938357,0.99906516,0.9994057,0.9993491,0.9991195,0.999339,0.999357,0.99956167,0.99948084,0.9994296,0.99883354,0.9992527,0.9994178,0.9993533,0.9990969
xcx,0.9988237,0.99893355,0.99919295,0.9988638,0.9988545,0.9991219,0.99915767,0.99906135,0.9988239,0.99913645,0.99924636,0.99899966,0.9990758,0.9988779,0.9989774,0.9990937,0.9990662,0.99898636,0.99931884,0.99892145
xdh,0.9990423,0.999245,0.9992011,0.9990986,0.9991316,0.99934065,0.9988849,0.9991322,0.99908656,0.99925697,0.9991911,0.99885154,0.9992044,0.99927855,0.99901366,0.9993305,0.99915487,0.99901146,0.9994716,0.9992167
xdq,0.9995053,0.999399,0.9992957,0.99926054,0.99946547,0.9988859,0.9990008,0.999361,0.99926925,0.9994793,0.9994433,0.99929243,0.9993766,0.9993818,0.99939156,0.9994471,0.9994594,0.9995242,0.9992494,0.9991555
xea,0.99921906,0.9991983,0.99923384,0.9993382,0.99926114,0.99953055,0.99919295,0.9993536,0.9994154,0.9991954,0.999118,0.9993926,0.9987462,0.999306,0.9996307,0.99934244,0.999352,0.999403,0.9993933,0.9990073
xeu,0.9990262,0.99916106,0.99923575,0.99950874,0.9990274,0.99880385,0.99900913,0.9991995,0.9992894,0.9991438,0.9991526,0.99795187,0.99913216,0.99929583,0.9990046,0.9992768,0.9987172,0.99915075,0.9989097,0.9989873
xfk,0.9993137,0.99915373,0.999458,0.9992627,0.9992989,0.9984946,0.9992483,0.9989794,0.99947923,0.99922246,0.9992704,0.9982782,0.999291,0.99897945,0.99934936,0.99855226,0.9993721,0.9990149,0.9994008,0.99926245
xfp,0.99933314,0.99940753,0.9994822,0.9992697,0.99942505,0.9987222,0.9991751,0.9994567,0.9993693,0.99915045,0.9993049,0.99957526,0.99892014,0.99914956,0.99929917,0.99915624,0.99932283,0.9992075,0.9985043,0.99926573
xfy,0.9994043,0.99885875,0.9984692,0.99927485,0.99939156,0.9991975,0.99956155,0.9992748,0.9991869,0.99924546,0.99928534,0.9991605,0.9997077,0.9988963,0.99952775,0.9994857,0.9994409,0.9994726,0.99936014,0.9993006
xga,0.9987916,0.99856436,0.9987426,0.9986932,0.9988955,0.9988203,0.99880856,0.99902654,0.9987626,0.998738,0.99920666,0.99892986,0.9990545,0.9989291,0.9987085,0.9987152,0.99885297,0.99883974,0.999405,0.9990409
xgc,0.99925005,0.9991223,0.9992467,0.9992681,0.99941206,0.99950045,0.9993836,0.9991991,0.9992534,0.99883765,0.9993712,0.9991901,0.998972,0.99932945,0.99949956,0.9994123,0.99934673,0.99912256,0.9994015,0.9993906
xhd,0.99936104,0.9993916,0.9993073,0.9993514,0.9993981,0.99921185,0.9992151,0.99908423,0.99891555,0.99940264,0.9991072,0.99894136,0.99878407,0.999027,0.99910605,0.9991331,0.9993143,0.9992773,0.9991307,0.9990613
xhr,0.9990822,0.9993089,0.9990711,0.99923253,0.99852717,0.99921477,0.9991355,0.998772,0.9992058,0.99935764,0.99909073,0.9990727,0.9991907,0.9990012,0.99893844,0.99927115,0.9985828,0.99911904,0.99937236,0.9987691
xiz,0.9989901,0.9993787,0.9991969,0.99924946,0.9992111,0.99919367,0.9991644,0.9990791,0.99918807,0.99923897,0.9990823,0.9991494,0.9992626,0.99914247,0.9991946,0.99903804,0.9994098,0.99920326,0.9991679,0.9991291
xjb,0.9989352,0.9982869,0.9988731,0.9986868,0.9984368,0.998374,0.99889314,0.99830717,0.99856263,0.9983752,0.99830383,0.99875927,0.9981322,0.99937814,0.99872005,0.9986214,0.9988561,0.9986863,0.99870723,0.99861705
xjg,0.99879986,0.99846184,0.99934465,0.9992229,0.9990456,0.9993407,0.99915576,0.99925995,0.9988674,0.9992513,0.99944973,0.9990871,0.9992182,0.9991116,0.9984761,0.99909586,0.99642146,0.9990126,0.9991032,0.9989381
xkb,0.99890995,0.9992469,0.998713,0.9990405,0.9993391,0.9990501,0.9989004,0.99895716,0.99917376,0.9987794,0.99893504,0.99920034,0.9988142,0.9988773,0.9990571,0.99866086,0.9990814,0.99895763,0.9984846,0.9986894
xke,0.9991377,0.99915373,0.9994453,0.99925005,0.99944097,0.9990662,0.99947035,0.9995481,0.9993869,0.9995797,0.9994649,0.9993057,0.9985866,0.9995103,0.99918985,0.99971616,0.999159,0.9991563,0.99930024,0.9989107
xmc,0.99887836,0.99930733,0.99928224,0.99950016,0.9994755,0.99890286,0.99951863,0.99912375,0.99915856,0.9992931,0.99956584,0.9993234,0.9994035,0.9990019,0.9993659,0.9994212,0.99930817,0.99945706,0.9994537,0.9991782
xmq,0.9994362,0.99917024,0.9993474,0.99911094,0.9992429,0.9992142,0.9989152,0.9991317,0.9991913,0.99921227,0.99905276,0.9988785,0.9991966,0.9991356,0.9992603,0.99961865,0.99918187,0.998711,0.9992974,0.99902093
xmv,0.9993103,0.99934244,0.9992209,0.9988914,0.9992656,0.9989605,0.9993098,0.99915755,0.9990518,0.99924433,0.99944174,0.99916005,0.99950284,0.9991472,0.9994349,0.9994334,0.9991145,0.9994365,0.9993782,0.999043
xmy,0.9985955,0.9985075,0.9989874,0.99891,0.9986235,0.9992677,0.99889004,0.99910456,0.9987523,0.9988721,0.9990126,0.99877816,0.998734,0.9990425,0.9990423,0.9988318,0.998596,0.9988207,0.99834096,0.9988302
xmz,0.9992695,0.99904895,0.9990711,0.99902093,0.99929094,0.9989352,0.99920386,0.9992019,0.99931026,0.9992494,0.99915445,0.99888724,0.998866,0.99919105,0.999294,0.9991693,0.99908805,0.9992706,0.999247,0.9970682
xne,0.9990532,0.9991554,0.9991598,0.99904525,0.9991013,0.99912834,0.9989336,0.99935013,0.9993173,0.9993781,0.9987821,0.9993834,0.9991362,0.99883866,0.99919003,0.9987898,0.9991182,0.99916214,0.9991273,0.9993676
xnz,0.9994221,0.9992188,0.9985349,0.99913585,0.9993288,0.9995745,0.9994199,0.9993425,0.99901396,0.99954045,0.9990623,0.999147,0.9994001,0.9995649,0.9993473,0.9993577,0.99940586,0.99884474,0.99881744,0.9991907
xps,0.9992622,0.99940693,0.99919116,0.9993286,0.9988192,0.9988884,0.9991126,0.99923515,0.9989965,0.99934995,0.9993289,0.99929166,0.999577,0.9993515,0.999321,0.99880326,0.9993576,0.99909043,0.9991665,0.9987074
xpt,0.9995098,0.99929416,0.99930733,0.9995047,0.99950063,0.9996443,0.9984922,0.9989822,0.99903655,0.99839747,0.99940145,0.9995201,0.9989302,0.9993955,0.9994463,0.99926174,0.99913013,0.9995787,0.999321,0.9992916
xpw,0.9989143,0.998855,0.99896264,0.99897504,0.9987732,0.99900913,0.9994297,0.9988311,0.999087,0.9990098,0.9987762,0.99908644,0.99906766,0.99914396,0.99869937,0.99874306,0.99914443,0.999118,0.99877465,0.9989245
xql,0.99878114,0.99854046,0.99891406,0.99872077,0.9989697,0.99884856,0.9988406,0.9987426,0.99902236,0.9993596,0.9983838,0.998343,0.9983364,0.9989745,0.99888825,0.9982109,0.9986851,0.9987143,0.9989946,0.99859226
xqv,0.9995509,0.99849355,0.99934816,0.9993058,0.9991991,0.99880815,0.99874616,0.9988799,0.99921703,0.99903804,0.99934876,0.9990382,0.9991238,0.9992874,0.9993927,0.99929005,0.99910116,0.99919486,0.9994639,0.999387
xqw,0.9989896,0.9993788,0.9989856,0.9990224,0.9992515,0.9993711,0.9991823,0.99919313,0.9992552,0.99931633,0.9993247,0.999609,0.9992527,0.99917126,0.9990353,0.99930835,0.9994569,0.9992238,0.9994578,0.99883103
xra,0.99939215,0.99929893,0.99931735,0.9991952,0.99903584,0.99829197,0.9990178,0.999194,0.9993396,0.99904996,0.99917805,0.99915504,0.99870765,0.999037,0.999153,0.99935687,0.99926746,0.99934506,0.9993912,0.9988673
xrb,0.9987223,0.9990326,0.9994784,0.9989362,0.998908,0.99924874,0.9991082,0.99880993,0.99907637,0.99859214,0.9988498,0.9992062,0.9986964,0.998839,0.9987649,0.9987142,0.9986985,0.99901795,0.9987743,0.998939
xrg,0.9993564,0.99909496,0.99897194,0.99902844,0.99919057,0.9993057,0.99920285,0.9966608,0.9991387,0.99936384,0.9992825,0.9994324,0.99946517,0.99890244,0.99926364,0.9993485,0.9992138,0.99934566,0.99946105,0.9992849
xrl,0.9993858,0.9994925,0.998963,0.9994166,0.99920094,0.9991956,0.9992659,0.9991637,0.9987266,0.99920845,0.9990692,0.99946296,0.9984709,0.9989632,0.9989807,0.9992719,0.999364,0.9990859,0.9993318,0.9993235
xsb,0.9990541,0.99911386,0.9988959,0.99925363,0.99920297,0.9987184,0.9992759,0.9989894,0.999339,0.99893504,0.9986606,0.99898493,0.9988344,0.9994615,0.99885726,0.9989825,0.99892765,0.9989587,0.9987327,0.99932325
xse,0.9988477,0.9994747,0.99923575,0.9992204,0.9987897,0.99930704,0.9991051,0.9993712,0.9990382,0.99828,0.99940616,0.9991722,0.9994737,0.9994111,0.99929345,0.99889535,0.99945164,0.9994638,0.9994422,0.9994037
xsn,0.99932325,0.99916536,0.99939555,0.99932706,0.99952364,0.9990407,0.9988427,0.9992723,0.9992991,0.9994721,0.9992955,0.9994749,0.999375,0.99901396,0.9992415,0.9992187,0.9990214,0.99878913,0.9993429,0.999193
xst,0.99925697,0.9993429,0.9993197,0.99829257,0.99928284,0.9993584,0.9993965,0.999448,0.9992355,0.999315,0.99908894,0.9993267,0.99940234,0.9993011,0.9993051,0.9993655,0.99889445,0.99929434,0.9993817,0.9991733
xsz,0.9991944,0.99919915,0.99900746,0.99927866,0.99908566,0.99885786,0.9993429,0.9992043,0.99903196,0.99921155,0.99934137,0.9988852,0.99909675,0.9990518,0.9992547,0.9989003,0.9989511,0.999385,0.9990572,0.99925953
xth,0.9993329,0.99921525,0.9993375,0.9993404,0.99892473,0.9994514,0.9994253,0.9985311,0.99869233,0.99931806,0.999438,0.9990516,0.9992572,0.9991214,0.9990075,0.99889934,0.99941856,0.99902725,0.99950755,0.999353
xul,0.9993333,0.9994191,0.99946475,0.99856406,0.9986654,0.9982111,0.99922335,0.9993423,0.99896604,0.99899495,0.99866056,0.999042,0.99905086,0.99947625,0.99908894,0.99926496,0.9992511,0.9990796,0.9990802,0.9991945
xvd,0.9991544,0.99900836,0.9991808,0.9990459,0.9990908,0.9988796,0.9988582,0.9990364,0.9990168,0.9988357,0.99853116,0.9992693,0.99935234,0.9988965,0.9992003,0.99923235,0.9993261,0.9987607,0.99899614,0.9994517
xvq,0.99863124,0.998804,0.9988619,0.9986903,0.9989715,0.99882406,0.9990255,0.9990319,0.9987769,0.9984041,0.9987006,0.9989383,0.9987449,0.99888533,0.99899685,0.99901795,0.99884,0.9990893,0.9987483,0.999064
xvs,0.9991503,0.99871397,0.9989983,0.9989289,0.99890304,0.99862057,0.9989138,0.99859345,0.9987877,0.9988208,0.99876374,0.99888337,0.99855083,0.99836576,0.99905556,0.99906516,0.99887824,0.9988458,0.998405,0.9984529
xvv,0.9995059,0.99933153,0.99947697,0.9991635,0.99944884,0.9992033,0.99942684,0.99935013,0.9989794,0.99931115,0.99923134,0.9995469,0.99955773,0.999406,0.99952877,0.999416,0.99921715,0.998072,0.99945325,0.99930274
xwi,0.9994857,0.9991835,0.9992503,0.99887884,0.99951434,0.99868876,0.99922407,0.9995026,0.9992548,0.9995454,0.9991887,0.9992869,0.9985361,0.999449,0.9992673,0.9994706,0.9993566,0.99948543,0.9993746,0.99935913
xxg,0.998752,0.9988582,0.99897254,0.99889034,0.99902415,0.99907607,0.99894416,0.9987485,0.99880207,0.9988487,0.9988208,0.99881244,0.99895984,0.99869317,0.9992336,0.9989383,0.99898696,0.9989385,0.9990371,0.99895185
xxm,0.99935675,0.99903435,0.99842346,0.99913025,0.9993516,0.9994534,0.99942565,0.9995843,0.9993744,0.9992929,0.9990582,0.99921185,0.99929345,0.998901,0.9993727,0.99947697,0.9993133,0.9994569,0.9995408,0.9992529
xxr,0.9992964,0.9991942,0.99908465,0.9991602,0.9993505,0.99945056,0.9993422,0.9989933,0.9992201,0.99877024,0.99926174,0.9992412,0.99939483,0.9991994,0.9987875,0.9994723,0.99923944,0.9993181,0.99895483,0.9994957
xym,0.9994619,0.99893105,0.99913776,0.9992797,0.9992826,0.9995664,0.9989687,0.9991051,0.9994352,0.99929833,0.9993113,0.999454,0.99937177,0.9993777,0.99954903,0.9971317,0.9994365,0.9994524,0.9992777,0.9993332
xyv,0.9984357,0.9991428,0.99891,0.99907386,0.9989849,0.99930835,0.99898356,0.9991536,0.99886215,0.99895656,0.9989033,0.99928975,0.9988799,0.9985405,0.9984622,0.99900013,0.99904513,0.9987032,0.99897563,0.99867773
xzc,0.99926937,0.99926496,0.99922633,0.99939656,0.9988315,0.99845034,0.99901426,0.99938667,0.9989313,0.9994058,0.9989908,0.99917567,0.99905574,0.9989569,0.99925184,0.99936855,0.99921423,0.9993516,0.9992818,0.9988139
xzn,0.9986414,0.99921197,0.99892795,0.99904495,0.99887556,0.99867,0.9984009,0.9987235,0.9985923,0.9988313,0.9992886,0.9992322,0.99908704,0.99878824,0.99912184,0.99833477,0.99865514,0.9991332,0.9989362,0.99877506
yah,0.9989354,0.99884963,0.999125,0.99903214,0.99902284,0.99881804,0.9989023,0.99897206,0.9990628,0.9992962,0.99955696,0.999184,0.99902046,0.9991772,0.99927026,0.9991132,0.99919236,0.9990119,0.9987619,0.9985995
ybr,0.9991752,0.9989408,0.9989798,0.99918145,0.9993298,0.9989718,0.99904114,0.99894273,0.9986716,0.9990152,0.9989369,0.9990816,0.998968,0.9988158,0.9992077,0.9991205,0.9992258,0.99911296,0.99880177,0.99885345
ycd,0.9993041,0.999545,0.99939346,0.9990863,0.99910456,0.99861753,0.9994128,0.9990258,0.9991951,0.99925965,0.9994396,0.99946594,0.9994073,0.99758613,0.9992852,0.9991275,0.99924594,0.99885947,0.9990885,0.9991605
ycm,0.99898946,0.99915445,0.9992576,0.999598,0.9990211,0.99887156,0.9993702,0.99910307,0.99901617,0.9991561,0.99856764,0.99823916,0.9990064,0.99938506,0.9992204,0.99917054,0.9987973,0.99942774,0.9990416,0.9992042
ydf,0.9979794,0.9976782,0.9980265,0.99729776,0.9978514,0.9981133,0.9980968,0.9971643,0.99751383,0.99714714,0.997525,0.9977555,0.9971849,0.99777013,0.99717385,0.9975608,0.9974283,0.9978292,0.99738824,0.99742985
ydg,0.9985404,0.99882895,0.9994119,0.99947417,0.9989959,0.99937856,0.9992749,0.9991089,0.9991175,0.9992392,0.99895453,0.9995108,0.999482,0.99913293,0.99889743,0.9991066,0.9990413,0.9993849,0.99906397,0.9992442
ydh,0.99832803,0.999494,0.9991845,0.99953127,0.9991046,0.99927473,0.99925023,0.99933326,0.99921054,0.9993504,0.9993905,0.99904007,0.99875987,0.9994478,0.9991449,0.99941146,0.9990216,0.9993578,0.9993033,0.99946094
ydv,0.9993968,0.9991637,0.9986086,0.99926186,0.99930537,0.9990852,0.99936175,0.9992847,0.99929106,0.99935853,0.9986028,0.99911815,0.9991576,0.99933755,0.99903405,0.99900496,0.99912775,0.99865687,0.99922216,0.99859965
ydy,0.9988932,0.9994193,0.99820083,0.9992766,0.9991379,0.9993129,0.99893016,0.99903125,0.9994191,0.9992159,0.9990908,0.9992404,0.9994812,0.99930507,0.9992423,0.9992719,0.9988438,0.99896,0.9994346,0.9995989
yeb,0.9992917,0.999474,0.9988886,0.99913216,0.9994199,0.9990055,0.9995036,0.999369,0.9989002,0.99925566,0.9986983,0.9992633,0.9994039,0.9993596,0.9992378,0.99899703,0.99880683,0.99923015,0.9990697,0.9991559
yep,0.9989631,0.999034,0.9989233,0.9994086,0.99934214,0.9991997,0.9991261,0.99888337,0.99932075,0.99915195,0.99927384,0.9993991,0.99934065,0.9991601,0.9991888,0.99926406,0.9990538,0.99937046,0.9990495,0.99902576
