left,c0,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19
tli,0.8989167,0.15197682,0.6371524,0.14397903,0.15037958,0.13058749,0.3763912,0.83361745,0.93984437,0.07461555,0.17223874,0.30400106,0.15346974,0.4082385,0.21684048,0.9371346,0.17312199,0.36310133,0.44230875,0.1907649
tlp,0.582067,0.3700555,0.25497282,0.39658076,0.23184243,0.38091242,0.7588372,0.49075904,0.8253438,0.23986566,0.37451044,0.81090224,0.21170893,0.21986444,0.43216574,0.30255297,0.44263,0.7463461,0.60381466,0.3925542
tly,0.65352076,0.42766994,0.6024682,0.42569512,0.7323923,0.7515714,0.7195663,0.6476569,0.65042424,0.27571172,0.30859542,0.6633943,0.78887475,0.2847348,0.69983864,0.3601252,0.2815935,0.38047567,0.7331501,0.48217857
tmb,0.7386503,0.7268011,0.7312686,0.14260921,0.13696493,0.63797843,0.56338847,0.7779157,0.2060414,0.7936469,0.6093993,0.5676687,0.5225051,0.6537739,0.6187967,0.43024823,0.66090226,0.630718,0.43769217,0.70561016
tme,0.5920284,0.19763212,0.21094885,0.65945196,0.17607781,0.2349364,0.8208104,0.8245562,0.40204537,0.8424529,0.81197524,0.2970903,0.64296854,0.88299495,0.7099297,0.13300657,0.47794598,0.8131152,0.26383814,0.45070025
tmk,0.114806175,0.4030671,0.7486974,0.5320411,0.4866706,0.08895257,0.3859302,0.5084642,0.60843945,0.43003398,0.5329596,0.7152469,0.62498957,0.15410052,0.1604915,0.4596229,0.60850024,0.738235,0.08439654,0.109358385
tmz,0.21151781,0.4364788,0.8708862,0.16291133,0.293852,0.66787946,0.33958685,0.10020809,0.6663688,0.17646088,0.85460687,0.32222557,0.6659707,0.23225628,0.12541944,0.7895483,0.9369104,0.4448629,0.78230363,0.677482
tnj,0.62537587,0.23847586,0.48899403,0.22841237,0.64998794,0.6246954,0.546317,0.3642438,0.41565776,0.61250985,0.25715855,0.62246835,0.40625167,0.66123843,0.17760941,0.20288533,0.835984,0.2210661,0.28998166,0.61509705
tns,0.44469196,0.70223564,0.7350731,0.76208127,0.66005313,0.2925074,0.75173616,0.476704,0.7103778,0.6504276,0.6597322,0.48288426,0.58094645,0.41260356,0.58576,0.22462684,0.28481913,0.47963554,0.59271723,0.80978554
toc,0.12554091,0.049132846,0.10446067,0.9988489,0.21417075,0.11931482,0.17347026,0.10226913,0.15793516,0.9688356,0.9934164,0.9560134,0.9987196,0.15794213,0.092101894,0.17405143,0.20214508,0.092594706,0.04805775,0.16844216
toq,0.54437035,0.6983741,0.6193043,0.6291907,0.12926349,0.51163924,0.2761764,0.1669985,0.53540933,0.5529741,0.78859705,0.43941048,0.44397044,0.6801495,0.16913784,0.53049564,0.70617694,0.7121948,0.22811328,0.17317262
tox,0.22519094,0.74670184,0.23032016,0.21577,0.20567273,0.1314582,0.1469258,0.20082319,0.65447104,0.6164298,0.18037933,0.5311614,0.49017614,0.19226167,0.75337124,0.37395683,0.5082146,0.87639415,0.16078237,0.36092716
tpa,0.51557815,0.47997737,0.7180338,0.34685224,0.18457748,0.26582924,0.2579632,0.10994211,0.31210762,0.25546783,0.526508,0.37287658,0.10347294,0.46391642,0.4091831,0.7017511,0.3647565,0.47121623,0.6349649,0.6685147
tpb,0.114868,0.12028054,0.4990515,0.3695116,0.107660525,0.806472,0.2536689,0.2289967,0.34960988,0.41218668,0.6306846,0.18151934,0.19520178,0.40499428,0.16880953,0.10245228,0.82750165,0.85444945,0.8460053,0.12677771
tpo,0.5010664,0.7114639,0.32441938,0.5229824,0.53498363,0.47248322,0.31223875,0.17372839,0.37110683,0.25202435,0.6606247,0.5561557,0.61128324,0.25343424,0.25264925,0.24468203,0.6797246,0.7829541,0.37822178,0.38100386
tpp,0.45995653,0.20409428,0.10795594,0.22124386,0.7733971,0.38675106,0.452331,0.7636578,0.25646606,0.6766983,0.20439512,0.6719061,0.3084831,0.7413854,0.23334512,0.2764507,0.7150214,0.5964221,0.71556437,0.11863619
tpz,0.19468443,0.6243812,0.83749217,0.09376141,0.19925785,0.36803657,0.051962838,0.46209055,0.8730049,0.47528115,0.1567854,0.42754015,0.14145508,0.05916536,0.84440356,0.34699455,0.36125708,0.32577235,0.9236753,0.920636
tqa,0.19525343,0.44157448,0.17828944,0.16191107,0.19681126,0.45239636,0.6009779,0.22857726,0.2756334,0.30004084,0.19913009,0.6613826,0.70888495,0.7788415,0.84077585,0.64908373,0.1374303,0.16138607,0.14474423,0.67858064
tqc,0.5679653,0.1600332,0.24366435,0.4059381,0.21516809,0.20180902,0.99501747,0.11090977,0.10632292,0.14905564,0.11813377,0.14294009,0.13477005,0.9948778,0.09131598,0.10966357,0.15221559,0.2527921,0.092805535,0.9933145
tqe,0.3210917,0.98412013,0.30306953,0.19655728,0.268399,0.14042915,0.9887146,0.076878116,0.18505995,0.15193322,0.24301976,0.1127131,0.9829678,0.106859535,0.23153144,0.20463192,0.16011494,0.33748996,0.9916382,0.22449191
tqi,0.12172179,0.4983402,0.4177714,0.12495663,0.45707712,0.19852662,0.468489,0.8135345,0.69125986,0.508379,0.74113655,0.42186734,0.43571922,0.4311396,0.24585865,0.4214088,0.44748676,0.4842251,0.72264767,0.6933166
tqm,0.4685855,0.5946913,0.7861985,0.34899974,0.22828652,0.72162277,0.68282187,0.19686714,0.46580744,0.5575552,0.55960613,0.20054325,0.4405305,0.19119427,0.51281375,0.35272944,0.51131314,0.685346,0.58090067,0.4105476
tqo,0.16303143,0.7443092,0.860906,0.21019462,0.59574354,0.18910936,0.17959343,0.061877176,0.2691201,0.6812215,0.2157087,0.16658759,0.12069266,0.25034642,0.07984625,0.34610462,0.1471244,0.9303223,0.40282172,0.18222836
tqz,0.57584393,0.61867225,0.8018954,0.13378128,0.22336856,0.25417778,0.32698464,0.3405944,0.13689551,0.7517291,0.59376395,0.3861012,0.28633073,0.6323116,0.21606871,0.3580291,0.7480018,0.4104445,0.25745672,0.42358273
tre,0.22220513,0.58573735,0.8657893,0.5778178,0.80192345,0.046752192,0.057338282,0.7510197,0.6540415,0.19597752,0.5474326,0.2595954,0.32178283,0.124511406,0.83275425,0.9159686,0.57374096,0.1403782,0.79182416,0.057388127
tru,0.7673095,0.7798366,0.34589022,0.8462985,0.2192712,0.31116197,0.24875829,0.43548203,0.5658965,0.41775483,0.7100268,0.22161996,0.5728116,0.6499296,0.40195668,0.3046591,0.60582817,0.2810551,0.60989696,0.8704475
trx,0.2700432,0.99708724,0.07070496,0.99720263,0.18911332,0.9983062,0.99664205,0.17300935,0.2584468,0.13877565,0.99932986,0.9912778,0.13736573,0.16805616,0.9988299,0.13254675,0.9718094,0.14413498,0.81027186,0.18757989
tsp,0.3021437,0.73561835,0.8990282,0.29196915,0.36770484,0.7829953,0.54093695,0.2976287,0.61432135,0.5496879,0.41906416,0.57967114,0.32956263,0.5094638,0.67957866,0.5523488,0.7756897,0.73233914,0.27763712,0.36289456
tsr,0.6076064,0.44701678,0.7335515,0.831216,0.2171995,0.2150026,0.6656467,0.23878007,0.35687178,0.53075457,0.13824984,0.17857817,0.7113105,0.40191105,0.4715545,0.43720412,0.40141553,0.9368476,0.6321309,0.4300415
tss,0.14108561,0.20842032,0.15040983,0.66863275,0.29678434,0.15442438,0.56637436,0.17515603,0.95423436,0.86281776,0.536041,0.49856323,0.42990667,0.18478364,0.39786422,0.1504709,0.15724315,0.2806883,0.4210568,0.34207317
ttd,0.2617116,0.8088381,0.6322921,0.3400908,0.10081181,0.43939131,0.28595456,0.8371413,0.39218777,0.29882985,0.11142646,0.1775001,0.2882292,0.31568497,0.3438179,0.39593983,0.270602,0.30984223,0.13848202,0.22972085
tti,0.18648878,0.5613461,0.88402027,0.4618565,0.21124108,0.35569787,0.23520994,0.24596724,0.7267081,0.18275505,0.23182483,0.28876567,0.8418074,0.23502791,0.5292707,0.31350082,0.7437334,0.33224356,0.47366625,0.324938
ttl,0.80823,0.68292433,0.3899603,0.31638992,0.2915371,0.4914324,0.5923953,0.63382953,0.39201805,0.70437884,0.34218115,0.2041604,0.23980267,0.18370028,0.7662101,0.5792564,0.23088339,0.797058,0.7464365,0.6698467
ttq,0.09610185,0.93580806,0.2680292,0.3113144,0.13677973,0.61029464,0.15041716,0.755407,0.37307686,0.4448005,0.37329444,0.057068966,0.75135237,0.78306854,0.72274095,0.5999208,0.18067667,0.8709378,0.35561097,0.28757513
tui,0.1295177,0.21453148,0.4447906,0.09448691,0.1092739,0.19240293,0.02822203,0.9988289,0.13599312,0.26774165,0.17429131,0.2861752,0.16568792,0.16783434,0.13053282,0.29117227,0.36666572,0.93183523,0.14968562,0.30832836
tvg,0.6136808,0.26035807,0.871936,0.65005887,0.08993982,0.87570465,0.0369329,0.41279352,0.35068488,0.8249669,0.16313955,0.19535734,0.1330831,0.36938483,0.19400561,0.1344636,0.11204612,0.19840309,0.65120083,0.81110513
tvo,0.3875922,0.36568418,0.56268823,0.8621414,0.27193677,0.11998528,0.40319842,0.72496307,0.51333684,0.62198114,0.8881272,0.6529117,0.7835301,0.5319445,0.20675257,0.20930417,0.59753907,0.22847675,0.32250857,0.28913668
tvx,0.91529185,0.11252231,0.06890789,0.06471745,0.8275636,0.39066386,0.27568343,0.9273139,0.49404645,0.06985697,0.2395308,0.09074339,0.062200278,0.029684795,0.5228305,0.805345,0.78118366,0.2523044,0.8087975,0.051687684
tvz,0.47452375,0.16397049,0.4713676,0.12882838,0.7871287,0.1154806,0.47028273,0.13145071,0.87921774,0.7556166,0.41346943,0.23045567,0.82032716,0.8096162,0.38112837,0.62324536,0.79716885,0.14740361,0.38992077,0.33803108
twn,0.12604755,0.16998178,0.2666799,0.20689832,0.22634865,0.9723263,0.1306686,0.96973157,0.18904647,0.32510298,0.22038597,0.22594163,0.9595252,0.9599123,0.33286768,0.32600242,0.32019055,0.3447069,0.3012889,0.1522562
txg,0.44795775,0.67564446,0.5263272,0.38601822,0.76947093,0.32298455,0.25118044,0.1952061,0.20720008,0.25454694,0.07308766,0.10261917,0.7152341,0.76904327,0.4195684,0.29841876,0.66174054,0.40169668,0.23183751,0.06781963
txj,0.32203645,0.7566819,0.6296616,0.57252055,0.5940329,0.2555622,0.57245684,0.2787209,0.5908786,0.5448826,0.8616598,0.29072714,0.37392893,0.67518777,0.6614836,0.21472189,0.33416834,0.26351017,0.29640546,0.7550577
txk,0.6407624,0.51637304,0.15221606,0.28869212,0.41567838,0.20133454,0.5752479,0.14791176,0.13427868,0.13608001,0.28291914,0.158654,0.22171202,0.8963587,0.43253815,0.12828611,0.18151869,0.616456,0.31760502,0.88036454
txl,0.24270849,0.7608106,0.8984269,0.13614312,0.6329261,0.35492426,0.10881235,0.782237,0.54952013,0.27485016,0.6091585,0.34680748,0.6388958,0.88000107,0.13532816,0.8289992,0.22407898,0.11677998,0.13292548,0.61966234
txm,0.6959765,0.42866844,0.45718944,0.3118587,0.35086095,0.43125045,0.40690684,0.46923184,0.32463232,0.14813232,0.07898298,0.2770076,0.43177682,0.3978058,0.8043824,0.12531045,0.24161115,0.082831874,0.2455881,0.4501729
txx,0.112707436,0.26638886,0.2701074,0.8487079,0.17438939,0.12656735,0.25933665,0.3498298,0.22889245,0.33191752,0.5629296,0.5029209,0.46510398,0.28139997,0.47294807,0.23231919,0.147279,0.17701149,0.39640585,0.11243016
tyf,0.4137917,0.7694571,0.31593078,0.24619511,0.66834927,0.9088658,0.7225129,0.67844,0.5568143,0.4117564,0.36730766,0.4996826,0.8730046,0.29888558,0.6346877,0.7868446,0.1872074,0.6173756,0.4052176,0.8096383
tyk,0.22678535,0.15832378,0.33175653,0.5122385,0.23190592,0.8689743,0.13365763,0.5481448,0.22787322,0.7030173,0.39167875,0.22837377,0.8527503,0.556293,0.8036447,0.3052652,0.09145957,0.73952925,0.7937248,0.42144263
tzq,0.14706703,0.1606632,0.1726506,0.13310397,0.96893007,0.16298166,0.12566549,0.04914261,0.14839013,0.12637179,0.99911153,0.15715843,0.9981284,0.12795724,0.9937212,0.13837002,0.0987446,0.041784868,0.51330334,0.11467319
uaj,0.13987026,0.11961507,0.64483595,0.112659045,0.17070557,0.28137347,0.20674726,0.18054071,0.50222075,0.32653278,0.115603484,0.28528655,0.6493972,0.7706181,0.59833753,0.47251847,0.23344205,0.14105588,0.23882924,0.17262179
uak,0.15847999,0.29933226,0.2167758,0.17022836,0.16329178,0.15490639,0.35940588,0.78830034,0.37528175,0.15188874,0.70611846,0.49192917,0.17448097,0.20693952,0.75629365,0.55289006,0.15474844,0.42234194,0.20384754,0.6638366
uaz,0.18911268,0.5822166,0.7747274,0.43817753,0.27160746,0.17853972,0.25156802,0.53960454,0.26699275,0.21408644,0.17734653,0.72108877,0.69720113,0.4466883,0.43521366,0.46780396,0.2885092,0.24428359,0.5506777,0.15414602
ubl,0.37527904,0.47649387,0.49482852,0.820161,0.6824169,0.31892267,0.9259814,0.36788663,0.2626905,0.6466473,0.18374094,0.43297523,0.5936875,0.13552009,0.30494535,0.8363504,0.5064021,0.3217482,0.25870317,0.8684206
ubm,0.35386813,0.12651768,0.8566465,0.24317895,0.3711681,0.4783005,0.5277699,0.35443056,0.22422856,0.20863052,0.23332441,0.31794146,0.35956407,0.26940456,0.22895917,0.8215945,0.7073692,0.3886854,0.2534368,0.37082177
ubq,0.16334265,0.21235025,0.97400105,0.079095915,0.055515245,0.99643284,0.13614321,0.27377388,0.1316144,0.20619117,0.2004298,0.14676033,0.11019534,0.35352767,0.17029291,0.26115292,0.1071792,0.39487177,0.99707127,0.1712363
ubr,0.5235622,0.42997435,0.69993573,0.6944249,0.64910275,0.14351732,0.5665613,0.55554646,0.6732149,0.46227366,0.11666101,0.86910623,0.13735749,0.31769064,0.416014,0.6173854,0.66674435,0.4178263,0.51712304,0.8246707
ucc,0.663761,0.3441968,0.18663967,0.32372078,0.33921507,0.33579347,0.68138605,0.27323407,0.5915994,0.62234956,0.37385708,0.27795407,0.75076973,0.7620569,0.2510488,0.47722077,0.6521685,0.803308,0.18364352,0.6094854
ucf,0.80696684,0.51045805,0.12974735,0.5164245,0.41620654,0.2757203,0.1493276,0.5730846,0.58369577,0.41791165,0.6936122,0.74312395,0.6499605,0.7797678,0.6213898,0.2095793,0.27945542,0.18037638,0.34619445,0.4488866
ucx,0.20299995,0.27622747,0.60425544,0.11693874,0.6710403,0.41685843,0.12173009,0.44803154,0.5274761,0.6134362,0.4605486,0.16965199,0.48094562,0.12252863,0.84135795,0.6929348,0.5800258,0.42505097,0.12178603,0.5476105
udg,0.30295634,0.84919643,0.19267464,0.1947596,0.37354782,0.27862698,0.20522209,0.34588414,0.8679504,0.6808043,0.5664953,0.43637377,0.4313022,0.8363724,0.22580603,0.7681096,0.54006517,0.20225307,0.79645276,0.218075
udu,0.11164456,0.4880039,0.44964957,0.47545803,0.61908215,0.28796583,0.33315498,0.6516219,0.4593755,0.4906447,0.2318987,0.54747844,0.10131034,0.37201622,0.28866947,0.37098038,0.33455703,0.22788888,0.33480567,0.51483905
uec,0.30851012,0.1420903,0.375111,0.41887254,0.34075087,0.9710101,0.42361158,0.13759673,0.41499582,0.2682954,0.31835806,0.16618595,0.28180146,0.21410944,0.38082087,0.2235393,0.29466534,0.20547518,0.14357707,0.19404063
ued,0.09216708,0.83425516,0.44744465,0.08895972,0.39062732,0.188934,0.36734974,0.22943932,0.85875356,0.63398933,0.6637277,0.1792255,0.11333446,0.50145876,0.18886586,0.17612973,0.2387001,0.17523092,0.8933911,0.67730755
uei,0.1264697,0.14366353,0.14328182,0.16437025,0.14402524,0.47519,0.3427682,0.2783153,0.41847846,0.25459045,0.06275125,0.30711803,0.19814035,0.15813825,0.16704595,0.79012775,0.3033746,0.635036,0.15087739,0.15410101
ueu,0.45984036,0.45828965,0.5435761,0.34318596,0.24944872,0.45414117,0.19562082,0.48891622,0.46848357,0.47425044,0.3649107,0.23331624,0.2453578,0.43022078,0.40576133,0.3861634,0.25360608,0.32299417,0.07203686,0.77801764
uff,0.15510768,0.10798144,0.44308951,0.52684784,0.22915444,0.5130732,0.1481798,0.6607468,0.58540934,0.36577445,0.09106171,0.15818587,0.33798084,0.55881953,0.11788361,0.25807917,0.6272577,0.49706003,0.36112773,0.8249964
ufg,0.2875398,0.23414025,0.5134687,0.3618393,0.3954773,0.1172048,0.48076558,0.31745085,0.36097896,0.18483561,0.36607668,0.34409618,0.64770675,0.3026472,0.431131,0.36165223,0.48767513,0.21442449,0.4021651,0.4823015
ufu,0.35222563,0.08642654,0.34256154,0.046892215,0.51611084,0.92908514,0.24063288,0.27740258,0.42835188,0.28493348,0.41117638,0.16717863,0.27565888,0.3672304,0.7752467,0.04407922,0.2911642,0.48091614,0.12162278,0.25308156
ufx,0.15774587,0.3432349,0.15397644,0.29461443,0.106448844,0.06886834,0.9982765,0.08257325,0.9962615,0.14295442,0.07346912,0.6572743,0.124818824,0.99896955,0.16437611,0.20787862,0.19384627,0.17853373,0.22092298,0.2972682
ugg,0.584725,0.27671286,0.93748885,0.2568394,0.69894624,0.3038921,0.5641663,0.5178555,0.42960173,0.20191696,0.1679697,0.80826044,0.21706417,0.80527854,0.6113569,0.37167072,0.6192268,0.45021716,0.19168003,0.44193083
ugm,0.07838997,0.086199865,0.13988884,0.16056229,0.10346628,0.18305773,0.12976195,0.10146056,0.18943885,0.9958894,0.12816796,0.9988773,0.38225597,0.11756822,0.99967945,0.99692076,0.14083803,0.24814583,0.949652,0.053158898
ugt,0.15704302,0.10254322,0.2467147,0.10412431,0.15834618,0.13810492,0.5385441,0.19985634,0.48101798,0.32239744,0.14698116,0.1805161,0.17007372,0.69319105,0.55178183,0.9209348,0.37444398,0.18893224,0.14747691,0.89361584
ugw,0.14790717,0.31566277,0.99667084,0.23203084,0.10282089,0.9925926,0.9961126,0.20064609,0.9969014,0.98841196,0.99526423,0.14565769,0.9290587,0.21867415,0.2571554,0.98056346,0.1689238,0.23598936,0.15242986,0.20463821
ugz,0.1490161,0.13631615,0.20513488,0.16448277,0.21418558,0.99715006,0.16761631,0.15846694,0.16711098,0.99465704,0.99516845,0.15692535,0.22351238,0.99170035,0.213646,0.6390617,0.21044397,0.058454312,0.12543881,0.91601425
uho,0.98256814,0.9909325,0.9828256,0.16019855,0.14667222,0.30265906,0.98577344,0.13355291,0.16734967,0.087586716,0.18811817,0.14905779,0.13070872,0.14980012,0.12505445,0.13610005,0.06404147,0.18146452,0.9953295,0.16754463
uhp,0.25726417,0.7825365,0.6330054,0.49883878,0.7253449,0.4577437,0.7193676,0.13413203,0.6244594,0.14210792,0.3562107,0.3619282,0.533519,0.7616142,0.5460305,0.51833975,0.54893565,0.62345743,0.14457947,0.37156415
uhs,0.99080193,0.23792863,0.41653952,0.5135283,0.20734334,0.26057455,0.056316853,0.34125713,0.17519034,0.98336154,0.24161576,0.37353903,0.21641982,0.90406275,0.34567213,0.21744636,0.9915038,0.21424565,0.8519223,0.21220995
uic,0.26384884,0.101835415,0.37903422,0.48909485,0.3943267,0.62029314,0.08476934,0.091318615,0.41096535,0.77169085,0.78567827,0.64852536,0.24394184,0.08134088,0.10688831,0.8071176,0.31211913,0.48537505,0.22944146,0.09068757
uif,0.8531835,0.17103778,0.18773949,0.6712774,0.34310699,0.49626976,0.7205874,0.48837328,0.47385255,0.11912681,0.45792532,0.13988316,0.60919386,0.13764654,0.84395194,0.13036759,0.37481314,0.42720833,0.59050107,0.18962842
uir,0.19618784,0.76946056,0.5099098,0.76971483,0.6031281,0.5598841,0.6491096,0.6166713,0.1787157,0.13711014,0.6424372,0.5090139,0.5940188,0.48552042,0.15726879,0.76517403,0.5955936,0.48304066,0.50141686,0.5743322
ujo,0.20191032,0.112882644,0.21041565,0.1513857,0.998355,0.13070841,0.16852471,0.25181705,0.15962271,0.99918157,0.9977555,0.21243384,0.12753367,0.11878455,0.95428634,0.9999044,0.18338811,0.11938252,0.07649734,0.17043936
ujw,0.35596362,0.31093603,0.36789843,0.10075009,0.07164397,0.3475483,0.33300692,0.5802716,0.33506715,0.3607914,0.7285924,0.41922787,0.29367256,0.89398855,0.3217135,0.43762147,0.44752723,0.6252586,0.5219042,0.22336447
ukb,0.09461416,0.07052517,0.5725365,0.2189461,0.08353351,0.34541684,0.3105935,0.73022604,0.52659136,0.13194388,0.3793348,0.6440015,0.62583363,0.5038933,0.07178096,0.08471455,0.06458031,0.6315372,0.4600431,0.3758169
ukc,0.23230146,0.39569932,0.49647462,0.4901548,0.09537046,0.32810003,0.6621326,0.4318494,0.25896874,0.53208756,0.2502224,0.59857315,0.20911902,0.2927742,0.120486125,0.48530868,0.3280291,0.519165,0.095987976,0.09734485
uki,0.7468154,0.9158494,0.36622095,0.59786403,0.5068695,0.80163586,0.4148038,0.82746017,0.12571672,0.3003382,0.7474553,0.46765038,0.5594346,0.30601782,0.35202807,0.4862625,0.16579932,0.23709123,0.33692795,0.21410875
ukk,0.40554696,0.25675166,0.21162558,0.95843744,0.19740936,0.5957115,0.96586716,0.2407987,0.25407386,0.20205274,0.72940814,0.15947889,0.76179767,0.19511801,0.34022635,0.26398075,0.2889548,0.17592031,0.22439602,0.70671827
ukp,0.91360736,0.34621894,0.89699715,0.34420407,0.22382165,0.17978135,0.19241577,0.21747246,0.10746302,0.19382246,0.5079262,0.6234637,0.30383867,0.9035739,0.15291078,0.5316347,0.9510518,0.1251305,0.3654245,0.42173642
ukr,0.27546316,0.34795725,0.18071726,0.44333243,0.5709698,0.81923866,0.20993042,0.29735166,0.69066477,0.23709531,0.56391126,0.7065002,0.2501235,0.8189337,0.08421091,0.56494296,0.3545769,0.8643259,0.28317064,0.5443727
ukt,0.34852457,0.25317335,0.47653934,0.6507474,0.1781013,0.8457211,0.49068123,0.8286499,0.6523882,0.31080252,0.32906592,0.7480814,0.4241776,0.50963473,0.32919747,0.7476199,0.5407773,0.20669325,0.81384504,0.4791363
ule,0.5838138,0.7458943,0.41792333,0.34097254,0.44985217,0.36690336,0.7092364,0.60151327,0.7598298,0.5811496,0.5743592,0.47898334,0.15190184,0.5125043,0.5461074,0.16516778,0.67599237,0.5054464,0.64160764,0.44797534
ull,0.4316286,0.7826658,0.61143804,0.5651746,0.46483698,0.56441593,0.47731748,0.43675482,0.72739184,0.8005848,0.4715374,0.6825316,0.22832313,0.7367084,0.49290732,0.138066,0.5539131,0.7311243,0.68482363,0.8030017
ult,0.4919487,0.38650972,0.471475,0.39707953,0.31463304,0.44907993,0.31767684,0.3974707,0.62599814,0.31241313,0.5465516,0.38698748,0.50032747,0.65138197,0.39496556,0.59193707,0.4481426,0.41327405,0.45319083,0.48930633
ulv,0.2585278,0.2863925,0.29038745,0.57097864,0.196042,0.44719547,0.36194384,0.3002926,0.10811384,0.68006915,0.14832279,0.11302826,0.5932554,0.35033596,0.14959815,0.37782598,0.22017251,0.16420022,0.17027579,0.50521046
umc,0.9969511,0.15640315,0.9854622,0.996704,0.11997394,0.12189351,0.14441141,0.15903983,0.13841844,0.99851716,0.11480449,0.06170576,0.9955165,0.09245899,0.28955197,0.30756152,0.12682128,0.18331107,0.19636106,0.11004493
umg,0.22955409,0.8571052,0.18199788,0.3864333,0.19398704,0.50356376,0.6509923,0.17450334,0.112623736,0.9477,0.22374776,0.5813031,0.2604975,0.08835594,0.4654774,0.97137713,0.55545735,0.53274345,0.9550515,0.6016642
umq,0.16840425,0.3139891,0.8235659,0.8488438,0.17847003,0.5276775,0.93029046,0.74289846,0.17492935,0.18018234,0.6993444,0.16794863,0.54642284,0.9371793,0.29536656,0.48015153,0.12744324,0.46518135,0.34668207,0.56080604
umw,0.609989,0.33171797,0.6964109,0.59047383,0.5612133,0.247025,0.5650113,0.833719,0.4874301,0.7595343,0.8340468,0.52723503,0.63294876,0.487818,0.54657084,0.34793273,0.2307359,0.25177932,0.2587617,0.43402246
une,0.4264776,0.25658327,0.5459455,0.21446685,0.14844495,0.68189013,0.31121665,0.74488217,0.4179241,0.63615406,0.4719746,0.5796388,0.664403,0.10515663,0.23442411,0.77972996,0.103900194,0.41569233,0.091344655,0.4945888
unk,0.37252498,0.81850207,0.80773014,0.36001253,0.514049,0.21311241,0.88447315,0.30006143,0.41200185,0.08021659,0.7389974,0.35800076,0.26686823,0.51155436,0.5384034,0.29245353,0.41522276,0.17275752,0.8574927,0.8670511
uno,0.0832717,0.4998415,0.32297224,0.3206427,0.19546594,0.17797661,0.093116984,0.21488717,0.74365985,0.11207976,0.33077163,0.102266684,0.28154624,0.14488363,0.41796085,0.5705058,0.4925988,0.89345646,0.12429548,0.645926
uod,0.16138412,0.30639932,0.13043189,0.033327498,0.3017773,0.15379164,0.116426684,0.35298175,0.6889101,0.31384695,0.0227688,0.78778136,0.7599289,0.013778826,0.05820352,0.062416445,0.06327571,0.044920817,0.567316,0.27624822
uos,0.2844523,0.1914769,0.6532164,0.43608934,0.22854686,0.6021499,0.212336,0.7045857,0.2026754,0.48563266,0.4370464,0.22076873,0.69341964,0.12886529,0.58821005,0.846261,0.35790712,0.63393456,0.47855565,0.7308824
upc,0.291318,0.53106415,0.64244616,0.91599333,0.0962297,0.30731487,0.10216495,0.70416623,0.47742105,0.8796583,0.052715875,0.9028576,0.54515016,0.8695278,0.7204585,0.8393221,0.5247735,0.3121394,0.09733014,0.14936855
upd,0.12786633,0.6145036,0.57530373,0.3847823,0.6476704,0.58129907,0.53352463,0.54288924,0.1743828,0.5938439,0.5868007,0.5611869,0.11714731,0.22879624,0.50213337,0.4748942,0.5057436,0.5152372,0.5634779,0.6486064
ups,0.08687164,0.5524218,0.7573385,0.23648863,0.5296657,0.22708322,0.35409755,0.4437589,0.32529837,0.41161412,0.17818807,0.27580708,0.28795284,0.38385475,0.27335662,0.5379888,0.15463611,0.37262517,0.5652532,0.42132586
upy,0.24643534,0.7165499,0.9217619,0.536929,0.4554928,0.097411126,0.07754004,0.42424208,0.100852534,0.10550168,0.34141466,0.71722764,0.28888047,0.08075117,0.5231929,0.2860834,0.31312525,0.075090244,0.4616301,0.80488014
uqg,0.07889337,0.39870387,0.05300254,0.6260108,0.14781979,0.028312288,0.034970723,0.080524676,0.20972921,0.7300695,0.066870674,0.39531025,0.039193086,0.48430115,0.02872078,0.03170425,0.29457104,0.30078882,0.1854197,0.037235424
uql,0.53825283,0.09344801,0.45966616,0.276043,0.25028238,0.2003975,0.54496217,0.31811827,0.41728854,0.084135994,0.4925874,0.17967223,0.10879432,0.25261742,0.81652355,0.19659138,0.29405326,0.47621176,0.6451469,0.2600258
uqm,0.52914107,0.51944774,0.8190628,0.16636665,0.10623698,0.15762547,0.4715094,0.104297325,0.11054703,0.09369263,0.2090266,0.51311827,0.11478302,0.42732108,0.7152697,0.5085347,0.15025634,0.45349765,0.72096086,0.61660963
uqr,0.087317176,0.17124085,0.15489586,0.11043072,0.03690864,0.12383664,0.08132777,0.99771553,0.17398438,0.15914577,0.7125601,0.11443308,0.31709915,0.9966903,0.10107025,0.11103664,0.11209478,0.37690955,0.09049234,0.7907225
uqt,0.52662927,0.23702282,0.5710001,0.14657474,0.73725235,0.59760916,0.6245544,0.2367762,0.49102765,0.64055705,0.30737475,0.4101115,0.4291218,0.46440685,0.6081296,0.52272373,0.50344765,0.17023455,0.1758165,0.18440384
uqx,0.20218614,0.6164139,0.21505252,0.7994865,0.34753382,0.6020696,0.61720467,0.7533606,0.6151174,0.5236216,0.8603927,0.20588817,0.8335034,0.49940333,0.4343276,0.53361714,0.69891334,0.67148143,0.38763422,0.7866592
uqz,0.0964703,0.16540319,0.47935885,0.4846767,0.12586609,0.020350618,0.589141,0.8608884,0.20309551,0.5280644,0.25070757,0.13247523,0.3187017,0.14896703,0.08339666,0.08848551,0.36031717,0.13652942,0.081247754,0.09442329
